"genus","name","lat","lon"
"spinacia","tetrandra",39.831661,44.704893
"syzygium","jambos",28.525,-16.2044
"syzygium","jambos",28.5264,-16.155
"thespesia","thespesioides",-31.49889,116.00139
"thinopyrum","intermedium",34.333333,62.2
"thinopyrum","intermedium",35.916667,64.333333
"thinopyrum","intermedium",40.15,43.116667
"thinopyrum","intermedium",40.15,43.116667
"thinopyrum","\n",40.165308,44.339388
"trigonella","arabica",30.9,35.683333
"trigonella","arabica",30.966667,35.766667
"trigonella","arabica",31.166667,33.9
"trigonella","arabica",31.183333,34.2
"trigonella","arabica",31.183333,34.2
"trigonella","arabica",31.441944,35.816944
"trigonella","arabica",31.441944,35.816944
"trigonella","arabica",31.466667,35.8
"trigonella","arabica",31.466667,35.8
"trigonella","arabica",31.95,35.933333
"trigonella","arabica",31.483333,35.65
"trigonella","arabica",31.55,35.75
"trigonella","arabica",31.566667,35.866667
"trigonella","arabica",31.95,35.933333
"trigonella","arabica",31.633333,35.6
"trigonella","arabica",32.083333,36.2
"trigonella","arabica",32.333333,36.2
"trigonella","arabica",32.45,35.983333
"trigonella","arabica",32.616667,35.966667
"trigonella","arabica",32.666667,35.616667
"trigonella","arabica",38.833333,39.416667
"medicago","brachycarpa",39.675294,45.793458
"trigonella","caerulea",49.991944,37.525278
"trigonella","coelesyriaca",32.709722,35.981944
"trigonella","coelesyriaca",30.683333,35.616667
"trigonella","coelesyriaca",31.55,35.75
"trigonella","coelesyriaca",32.1,35.9
"trigonella","coelesyriaca",32.133333,36.659733
"trigonella","coelesyriaca",32.166667,35.916667
"trigonella","coelesyriaca",32.166667,35.916667
"trigonella","coelesyriaca",32.383333,35.864933
"trigonella","coelesyriaca",32.45,35.983333
"trigonella","coelesyriaca",32.5,35.916667
"trigonella","coelesyriaca",32.516667,35.783333
"trigonella","coelesyriaca",32.583333,35.716667
"trigonella","coelesyriaca",32.6,35.933333
"trigonella","coelesyriaca",32.633333,35.966667
"trigonella","coelesyriaca",32.666667,35.833333
"trigonella","coelesyriaca",32.866667,36.806667
"trigonella","coelesyriaca",33.6,35.842833
"trigonella","coelesyriaca",33.85,36.183567
"trigonella","coelesyriaca",34.6,36.958333
"trigonella","coelesyriaca",36.498611,37.925
"trigonella","coelesyriaca",36.746944,38.011667
"trigonella","coelesyriaca",37.866667,32.466667
"trigonella","coelesyriaca",38.533333,34.333333
"trigonella","coelesyriaca",38.633333,34.716667
"trigonella","coelesyriaca",38.883333,40.5
"trigonella","coerulescens",31.85,35.85
"trigonella","coerulescens",37,42
"trigonella","cylindracea",32.633333,35.966667
"trigonella","cylindracea",30.883333,35.6
"trigonella","cylindracea",30.966667,35.766667
"trigonella","cylindracea",31.216667,35.7
"trigonella","cylindracea",31.441944,35.816944
"trigonella","cylindracea",31.55,35.75
"trigonella","cylindracea",31.85,35.616667
"trigonella","cylindracea",31.866667,35.833333
"trigonella","cylindracea",32.083333,35.766667
"trigonella","cylindracea",32.083333,35.8
"trigonella","cylindracea",32.083333,35.95
"trigonella","cylindracea",32.183333,36.05
"trigonella","cylindracea",32.183333,35.866667
"trigonella","cylindracea",32.5,35.8
"trigonella","cylindracea",32.516667,35.783333
"trigonella","cylindracea",32.516667,35.783333
"trigonella","cylindracea",32.6,35.883333
"trigonella","cylindracea",32.65,35.733333
"trigonella","cylindracea",32.8675,36.677778
"trigonella","cylindracea",33.8125,36.169444
"trigonella","cylindracea",35.063889,36.334722
"trigonella","cylindracea",35.683056,36.532222
"trigonella","cylindracea",35.786667,36.511667
"trigonella","cylindracea",35.966667,37.533333
"trigonella","cylindracea",36.125,36.4975
"trigonella","cylindracea",36.136389,36.468611
"trigonella","cylindracea",36.733333,36.85
"trigonella","cylindracea",37.05,42.666667
"trigonella","cylindracea",37.311111,42.220278
"trigonella","cylindracea",38.366667,37.816667
"trigonella","cylindracea",38.7,33.733333
"trigonella","cylindracea",38.833333,39.216667
"trigonella","filipes",36.483889,37.77
"trigonella","filipes",33.616667,35.708217
"trigonella","filipes",33.85,36.183567
"trigonella","filipes",34.6,36.958333
"trigonella","filipes",34.670833,36.839167
"trigonella","filipes",35.973611,36.656389
"trigonella","filipes",36.316667,37.2
"trigonella","filipes",36.493333,38.734722
"trigonella","filipes",36.689722,38.856389
"trigonella","filipes",37.275,42.191667
"trigonella","filipes",36.483333,40.75
"trigonella","foenum-graecum",30.5,32.083333
"trigonella","foenum-graecum",22.900833,57.253611
"trigonella","foenum-graecum",36.946944,9.474167
"trigonella","foenum-graecum",34.933333,0.933333
"trigonella","foenum-graecum",34.433333,0.35
"trigonella","foenum-graecum",35.466667,1.516667
"trigonella","foenum-graecum",22.950556,57.292222
"trigonella","foenum-graecum",23.113333,57.29
"trigonella","foenum-graecum",29.677222,72.441389
"trigonella","foenum-graecum",23.065278,57.607778
"trigonella","foenum-graecum",23.065278,57.607778
"trigonella","foenum-graecum",23.066111,57.658889
"trigonella","foenum-graecum",31.883333,36
"trigonella","foenum-graecum",22.166667,59.233333
"trigonella","foenum-graecum",22.666667,57.333333
"trigonella","foenum-graecum",22.833333,57.833333
"trigonella","foenum-graecum",22.833333,57.333333
"trigonella","foenum-graecum",22.833333,57.666667
"trigonella","foenum-graecum",22.833333,58.166667
"trigonella","foenum-graecum",22.933333,57.533333
"trigonella","foenum-graecum",22.966667,57.533333
"trigonella","foenum-graecum",22.966667,57.533333
"trigonella","foenum-graecum",23,57.5
"trigonella","foenum-graecum",23,57.333333
"trigonella","foenum-graecum",23.113333,57.29
"trigonella","foenum-graecum",23.133333,57.083333
"trigonella","foenum-graecum",23.180833,57.160833
"trigonella","foenum-graecum",23.4,57.183333
"trigonella","foenum-graecum",27.611111,84.006111
"trigonella","foenum-graecum",27.638611,83.605278
"trigonella","foenum-graecum",27.651389,84.2325
"trigonella","foenum-graecum",27.807778,84.778611
"trigonella","foenum-graecum",28.068611,82.277222
"trigonella","foenum-graecum",28.1725,83.883889
"trigonella","foenum-graecum",28.182778,81.403889
"trigonella","foenum-graecum",28.199444,81.643889
"trigonella","foenum-graecum",28.298333,81.2775
"trigonella","foenum-graecum",28.434444,81.331944
"trigonella","foenum-graecum",28.672778,80.979167
"trigonella","foenum-graecum",28.676667,80.370278
"trigonella","foenum-graecum",28.833333,80.359722
"trigonella","foenum-graecum",29.694722,72.910556
"trigonella","foenum-graecum",34.95,-3.6
"trigonella","foenum-graecum",33.520833,36.294167
"trigonella","foenum-graecum",34.686636,-6.002725
"trigonella","foenum-graecum",35.171389,35.944167
"trigonella","foenum-graecum",35.25,4.166667
"trigonella","foenum-graecum",36.017778,36.937778
"trigonella","foenum-graecum",36.5325,37.199444
"trigonella","foenum-graecum",36.580556,36.966667
"trigonella","foenum-graecum",37.052222,41.064167
"trigonella","foenum-graecum",37.194444,9.587778
"trigonella","foenum-graecum",37.229722,9.701667
"trigonella","foenum-graecum",38.466667,40.633333
"trigonella","gladiata",34.75,10.233333
"trigonella","gladiata",35.166667,9.483333
"trigonella","gladiata",35.6,9.466667
"trigonella","grandiflora",30.516667,35.516667
"trigonella","grandiflora",32.45,35.7
"trigonella","maritima",35.033333,10.716667
"trigonella","mesopotamica",35.8275,36.330556
"trigonella","mesopotamica",36.65,38.8
"trigonella","mesopotamica",36.689722,38.856389
"trigonella","mesopotamica",36.902778,38.305556
"trigonella","mesopotamica",37.110556,42.126667
"medicago","monspeliaca",31.15,35.7
"medicago","monspeliaca",44.758883,34.55789
"trigonella","spicata",35.183333,35.966667
"trigonella","spicata",37.133333,42.666667
"trigonella","spicata",36.666667,43.166667
"trigonella","spicata",36.833333,43.166667
"trigonella","spicata",34.938889,35.969444
"trigonella","spicata",32.083333,35.816667
"trigonella","spicata",33.616667,35.708217
"trigonella","spicata",33.85,35.898367
"trigonella","spicata",33.933333,35.6368
"trigonella","spicata",33.966667,35.6415
"trigonella","spicata",34.815278,36.131944
"trigonella","spicata",34.897222,36.216667
"trigonella","spicata",34.9,36.125
"trigonella","spicata",34.938889,35.969444
"trigonella","spicata",35.808333,35.936111
"trigonella","spicata",35.841667,36.326667
"trigonella","spicata",35.908333,35.95
"trigonella","spicata",35.908333,35.95
"trigonella","spicata",36.533333,36.066667
"trigonella","spicata",36.966667,34.916667
"trigonella","spicata",37,37.333333
"trigonella","spicata",37.05,42.666667
"trigonella","spicata",37.178056,42.153333
"trigonella","spicata",37.311111,42.220278
"trigonella","spicata",38.633333,34.716667
"trigonella","spicata",44.533145,33.463771
"trigonella","spicata",39.207545,46.405758
"trigonella","spinosa",34.7,0.6
"trigonella","spinosa",34.816667,0.05
"trigonella","spinosa",35.916667,6.4
"trigonella","spinosa",36.1,6.583333
"trigonella","spinosa",36.116667,5.816667
"trigonella","spinosa",34.416667,0.583333
"trigonella","spinosa",34.433333,0.35
"trigonella","spinosa",34.583333,0.15
"trigonella","spinosa",34.766667,0.466667
"trigonella","spinosa",34.8,0.3
"trigonella","spinosa",35.85,7.233333
"trigonella","spinosa",32.383333,35.707983
"trigonella","spinosa",31.85,35.85
"trigonella","spinosa",31.866667,35.776533
"trigonella","spinosa",32.083333,35.766667
"trigonella","spinosa",32.083333,35.8
"trigonella","spinosa",32.1,35.75
"trigonella","spinosa",32.266667,35.783333
"trigonella","spinosa",32.3,35.75
"trigonella","spinosa",32.5,35.8
"trigonella","spinosa",32.516667,35.816667
"trigonella","spinosa",32.65,35.733333
"trigonella","spinosa",33.7,35.580883
"trigonella","spinosa",34.9,36.125
"trigonella","spinosa",34.998611,36.05
"trigonella","spinosa",35.183333,35.966667
"trigonella","spinosa",35.566667,51.316667
"trigonella","spinosa",35.633333,9.116667
"trigonella","spinosa",35.678056,35.847778
"trigonella","spinosa",35.8275,36.330556
"trigonella","spinosa",35.85,52
"trigonella","spinosa",38,46.5
"trigonella","spinosa",38.366667,43.5
"trigonella","spinosa",38.55,47.95
"trigonella","spinosa",39.2825,44.516389
"trigonella","spinosa",39.666667,44.616667
"trigonella","spruneriana",32.816667,36.723611
"trigonella","spruneriana",32.841667,36.743056
"trigonella","spruneriana",32.866667,36.806667
"trigonella","stellata",29.2,25.5
"trigonella","stellata",29.2,25.5
"trigonella","stellata",30.25,35.75
"trigonella","stellata",30.75,35.716667
"trigonella","stellata",31.166667,25.483333
"trigonella","stellata",31.183333,27.233333
"trigonella","stellata",31.183333,34.2
"trigonella","stellata",31.2,35.8
"trigonella","stellata",31.25,27.283333
"trigonella","stellata",31.25,36.016667
"trigonella","stellata",31.266667,35.733333
"trigonella","stellata",31.3,36.083333
"trigonella","stellata",31.95,35.933333
"trigonella","stellata",31.633333,35.6
"trigonella","strangulata",36.833333,43.166667
"trigonella","suavissima",-18.45356,133.49762
"trigonella","\n",36.783333,6.266667
"trigonella","\n",31.441944,35.816944
"trigonella","\n",32.383333,35.679817
"trigonella","\n",34.683333,36.266667
"trigonella","\n",36.675833,36.676944
"trigonella","\n",36.766667,37.266667
"trigonella","\n",38.75,35.483333
"trigonella","\n",39.709444,45.573056
"trigonella","\n",42.166667,73.9965
"trigonella","\n",42.183333,75.511667
"trigonella","\n",42.183333,75.511667
"trigonella","\n",42.283333,75.873833
"trigonella","\n",42.316667,76.097667
"trigonella","\n",42.583333,69.268833
"tripsacum","andersonii",-22.87,-46.07
"tripsacum","andersonii",-7.12,-76.62
"tripsacum","andersonii",-2.17,-79.9
"tripsacum","andersonii",3.1167,-76.65
"tripsacum","andersonii",5.3833,-76.6167
"tripsacum","andersonii",7.12,-73.12
"tripsacum","andersonii",9.18,-70.33
"tripsacum","andersonii",14.02,-87.01
"tripsacum","australe",18.111347,-95.584126
"tripsacum","bravum",6.02,-73.57
"tripsacum","bravum",11.15,-72.016667
"tripsacum","bravum",16.7,-93
"tripsacum","bravum",17.54,-99.37
"tripsacum","bravum",17.85,-99.57
"tripsacum","bravum",18.17,-101.4
"tripsacum","bravum",19.12,-100
"tripsacum","bravum",19.17,-100.19
"tripsacum","bravum",19.5,-103.4
"tripsacum","bravum",20.9,-103.8
"tripsacum","bravum",20.9,-103.8
"tripsacum","bravum",21.33,-104.5
"tripsacum","bravum",21.65,-104.9
"tripsacum","bravum",21.451004,-104.898257
"tripsacum","bravum",27.057532,-105.901692
"tripsacum","cundinamarcae",4.42,-74.51
"tripsacum","cundinamarcae",20.9,-103.8
"tripsacum","cundinamarcae",20.9,-103.8
"tripsacum","cundinamarcae",20.9,-103.8
"tripsacum","dactyloides",9.928333,-73.834444
"tripsacum","dactyloides",7.55,-72.43
"tripsacum","dactyloides",16.33,-97.08
"tripsacum","dactyloides",16.33,-97.08
"tripsacum","dactyloides",16.5,-93.58
"tripsacum","dactyloides",16.6,-92.87
"tripsacum","dactyloides",16.79,-92.9
"tripsacum","dactyloides",16.79,-92.19
"tripsacum","dactyloides",16.79,-92.9
"tripsacum","dactyloides",16.79,-92.9
"tripsacum","dactyloides",17.21,-99.29
"tripsacum","dactyloides",17.29,-99.27
"tripsacum","dactyloides",17.57,-99.25
"tripsacum","dactyloides",18.33,-99.36
"tripsacum","dactyloides",18.33,-99.52
"tripsacum","dactyloides",18.35,-99.51
"tripsacum","dactyloides",18.35,-99.51
"tripsacum","dactyloides",18.4,-101
"tripsacum","dactyloides",18.42,-99.72
"tripsacum","dactyloides",18.45,-99.58
"tripsacum","dactyloides",18.52,-99.59
"tripsacum","dactyloides",18.57,-99.57
"tripsacum","dactyloides",18.67,-99.5
"tripsacum","dactyloides",18.95,-98.97
"tripsacum","dactyloides",19.07,-100.19
"tripsacum","dactyloides",19.08,-103.69
"tripsacum","dactyloides",19.12,-100.3
"tripsacum","dactyloides",19.12,-100.3
"tripsacum","dactyloides",19.17,-100.09
"tripsacum","dactyloides",19.62,-100.4
"tripsacum","dactyloides",20.29,-105.02
"tripsacum","dactyloides",20.52,-104.09
"tripsacum","dactyloides",21.33,-104.5
"tripsacum","dactyloides",21.96,-98.91
"tripsacum","dactyloides",22.2,-98.98
"tripsacum","dactyloides",32.218073,-116.053603
"tripsacum","dactyloides",-7.03,-76.47
"tripsacum","dactyloides",2.38,-75.87
"tripsacum","dactyloides",4.43,-74.51
"tripsacum","dactyloides",4.62,-74.08
"tripsacum","dactyloides",6.02,-73.37
"tripsacum","dactyloides",6.33,-73.32
"tripsacum","dactyloides",7.58,-72.32
"tripsacum","dactyloides",7.58,-72.32
"tripsacum","dactyloides",7.88,-72.8
"tripsacum","dactyloides",7.88,-72.8
"tripsacum","dactyloides",8.13,-72.07
"tripsacum","dactyloides",8.55,-71.23
"tripsacum","dactyloides",20.73,-103.59
"tripsacum","dactyloides",20.833333,-103.716667
"tripsacum","dactyloides",20.82,-103.69
"tripsacum","dactyloides",20.9,-103.8
"tripsacum","dactyloides",4.07,-72.16
"tripsacum","dactyloides",4.43,-74.51
"tripsacum","dactyloides",4.62,-74.08
"tripsacum","dactyloides",6.32,-72.69
"tripsacum","dactyloides",17.35,-99.47
"tripsacum","dactyloides",19.17,-100.09
"tripsacum","dactyloides",19.43,-96.97
"tripsacum","dactyloides",19.98,-104
"tripsacum","dactyloides",20.82,-103.3
"tripsacum","dactyloides",20.85,-103.3
"tripsacum","dactyloides",20.9,-103.8
"tripsacum","dactyloides",20.9,-103.8
"tripsacum","dactyloides",20.9,-103.8
"tripsacum","dactyloides",20.9,-103.8
"tripsacum","dactyloides",20.9,-103.8
"tripsacum","dactyloides",20.9,-103.8
"tripsacum","dactyloides",20.9,-103.8
"tripsacum","dactyloides",20.9,-103.8
"tripsacum","dactyloides",20.9,-103.8
"tripsacum","dactyloides",20.9,-103.8
"tripsacum","dactyloides",21.62,-100.09
"tripsacum","dactyloides",17.35,-99.47
"tripsacum","dactyloides",17.6,-99.16
"tripsacum","dactyloides",18.58,-99.33
"tripsacum","intermedium",16.29,-92.3
"tripsacum","intermedium",16.5,-93.58
"tripsacum","intermedium",16.79,-92.9
"tripsacum","intermedium",16.82,-91.72
"tripsacum","intermedium",16.98,-98.98
"tripsacum","intermedium",17.12,-99.47
"tripsacum","intermedium",17.32,-99.47
"tripsacum","intermedium",17.35,-99.47
"tripsacum","intermedium",17.35,-99.47
"tripsacum","intermedium",19.32,-103.8
"tripsacum","intermedium",19.42,-102
"tripsacum","intermedium",19.39239,-102.185372
"tripsacum","jalapense",16.68,-93
"tripsacum","jalapense",18.90423,-97.021527
"tripsacum","lanceolatum",20.720541,-102.085567
"tripsacum","lanceolatum",22.73,-104.19
"tripsacum","lanceolatum",23.57,-103.8
"tripsacum","lanceolatum",23.93,-104.8
"tripsacum","latifolium",3.8833,-76.8833
"tripsacum","latifolium",15.92,-96.41
"tripsacum","latifolium",19.18,-100.09
"tripsacum","latifolium",19.77,-97.22
"tripsacum","maizar",21.03,-104.19
"tripsacum","maizar",21.33,-104.5
"tripsacum","maizar",21.62,-104.9
"tripsacum","maizar",22.46,-105.3
"tripsacum","maizar",18.307712,-92.104612
"tripsacum","maizar",21.451004,-104.898257
"tripsacum","manisuroides",16.37,-91.84
"tripsacum","manisuroides",19.54,-100.4
"tripsacum","peruvianum",18.35,-99.51
"tripsacum","peruvianum",18.48,-98.37
"tripsacum","pilosum",17.25,-88.75
"tripsacum","pilosum",18.24,-99.47
"tripsacum","pilosum",20.33,-102.3
"tripsacum","pilosum",20.9,-103.8
"tripsacum","pilosum",20.9,-103.8
"tripsacum","pilosum",20.9,-103.8
"tripsacum","pilosum",20.9,-103.8
"tripsacum","pilosum",20.9,-103.8
"tripsacum","pilosum",20.9,-103.8
"tripsacum","pilosum",23.52,-104.4
"tripsacum","pilosum",25.93,-107.3
"tripsacum","pilosum",20.862913,-87.048611
"tripsacum","pilosum",31,-110.633333
"tripsacum","zopilotense",17.45,-99.33
"tripsacum","zopilotense",18.35,-101.69
"tripsacum","zopilotense",18.87,-99.07
"tripsacum","zopilotense",25.85,-81.37
"triticosecale","erithrospermum",49.983333,36.216667
"triticosecale","erithrospermum",49.983333,36.216667
"triticosecale","erithrospermum",49.983333,36.216667
"triticosecale","ferrugineum",49.983333,36.216667
"triticosecale","ferrugineum",49.983333,36.216667
"triticosecale","lutescens",49.983333,36.216667
"triticosecale","lutescens",49.983333,36.216667
"triticosecale","lutescens",49.983333,36.216667
"triticosecale","lutescens",49.983333,36.216667
"triticosecale","lutescens",49.983333,36.216667
"triticosecale","lutescens",49.983333,36.216667
"triticosecale","lutescens",49.983333,36.216667
"triticosecale","lutescens",49.983333,36.216667
"triticosecale","lutescens",49.983333,36.216667
"triticosecale","lutescens",49.983333,36.216667
"triticosecale","lutescens",49.983333,36.216667
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticosecale","triticale",40.449402,47.306193
"triticum","aestivum",-42,174
"triticum","aestivum",-42,174
"triticum","aestivum",-36,-60
"triticum","aestivum",-36,-60
"triticum","aestivum",-36,-60
"triticum","aestivum",-36,-60
"triticum","aestivum",-36,-60
"triticum","aestivum",35.8600845,104.1658134
"triticum","aestivum",-35,-64
"triticum","aestivum",-35,-64
"triticum","aestivum",-35,-64
"triticum","aestivum",-35,-64
"triticum","aestivum",-34.25,141.5
"triticum","aestivum",-34.25,141.5
"triticum","aestivum",-33,146
"solanum","\n",33.8883303,76.6637571
"triticum","aestivum",41.833333,47.916667
"triticum","aestivum",-33,146
"solanum","\n",-6.8288867,-79.5321506
"triticum","aestivum",-30.98,26.31
"triticum","aestivum",-30.3,27.08
"triticum","aestivum",-30,26
"solanum","\n",33.7561209,-116.0543976
"triticum","aestivum",-29,26
"triticum","aestivum",-29,26
"triticum","aestivum",-25.38,-57.15
"triticum","aestivum",-25.38,-57.15
"triticum","aestivum",-25.38,-57.15
"triticum","aestivum",-25,135
"triticum","aestivum",-25,30
"triticum","aestivum",-25,30
"triticum","aestivum",-25,30
"triticum","aestivum",31,65.75
"triticum","aestivum",-18.25,35
"triticum","aestivum",-18.25,35
"triticum","aestivum",-18.25,35
"triticum","aestivum",-18.25,35
"triticum","aestivum",-18.25,35
"triticum","aestivum",-18.25,35
"triticum","aestivum",-18.25,35
"triticum","aestivum",-18.25,35
"triticum","aestivum",-18.25,35
"triticum","aestivum",-17,-65
"triticum","aestivum",34.8919411,69.7072258
"triticum","aestivum",-16,127.5
"triticum","aestivum",-13,18
"triticum","aestivum",-12.5,18.5
"solanum","\n",-0.7435458,-90.2835303
"triticum","aestivum",-12,-76.63
"triticum","aestivum",37.537409,70.43827
"solanum","\n",-3.3204967,-79.7188761
"triticum","aestivum",-3.5,30
"triticum","aestivum",-2,-77.5
"solanum","\n",8.940834,-70.7666702
"triticum","aestivum",33.4172211,69.7566643
"solanum","\n",38.9206539,-80.1802521
"triticum","aestivum",5.25,37.5
"triticum","aestivum",5.28,37.35
"triticum","aestivum",7,39.4
"triticum","aestivum",7,39.38
"triticum","aestivum",7.08,38.78
"triticum","aestivum",7.46,36.86
"triticum","aestivum",7.5,36.51
"triticum","aestivum",7.66,36.83
"solanum","\n",6.5038966,-66.5852547
"triticum","aestivum",7.66,36.83
"triticum","aestivum",7.66,36.83
"triticum","aestivum",7.66,36.83
"triticum","aestivum",7.7,36.73
"triticum","aestivum",7.71,36.61
"triticum","aestivum",7.8,39.43
"triticum","aestivum",7.83,-72.08
"triticum","aestivum",7.83,-72.08
"triticum","aestivum",7.95,39.13
"triticum","aestivum",7.95,39.13
"triticum","aestivum",7.95,39.13
"triticum","aestivum",7.95,39.13
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"solanum","\n",38.9206539,-80.1802521
"solanum","\n",-3.3898062,-80.1027221
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",44.0209178,46.522785
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",55.827113,37.557593
"triticum","aestivum",8,38
"triticum","aestivum",8,38
"triticum","aestivum",8.26,39.28
"triticum","aestivum",8.53,39.26
"triticum","aestivum",8.66,38.21
"triticum","aestivum",8.75,38.98
"triticum","aestivum",8.98,37.63
"triticum","aestivum",8.98,37.63
"triticum","aestivum",9,39
"triticum","aestivum",9,40.9
"triticum","aestivum",9,40.9
"triticum","aestivum",9.03,38.7
