"genus","name","lat","lon"
"oryza","punctata",-2.9666,33.35
"oryza","punctata",-7.583,34.5
"oryza","punctata",0.84083,30.9133
"oryza","punctata",3.6,33.6
"oryza","punctata",1.789,31.587
"oryza","punctata",1.783,31.5833
"oryza","punctata",2.5,33.75
"oryza","punctata",2.3,31.566
"oryza","punctata",-0.533,29.883
"oryza","punctata",0.833,30.8333
"oryza","punctata",0.8383,30.25
"oryza","punctata",2.5083,33.75
"oryza","punctata",-13.8333,31.75
"oryza","punctata",-21.283,32.35
"oryza","punctata",-16.2,34.75
"oryza","punctata",-14.05,34.5
"oryza","punctata",-16.216,34.783
"oryza","punctata",-15.0128,40.2263
"oryza","punctata",-6.4338,37.534
"oryza","punctata",-6.974,39.06666
"oryza","punctata",-6.788,39.174
"oryza","punctata",-6.6588,38.5166
"oryza","punctata",-5.13,39
"oryza","punctata",-5.2083,38.7398
"oryza","punctata",-5.15,38.9915
"oryza","punctata",-5.1988,39.0246
"oryza","punctata",-4.883,38.266
"oryza","punctata",-5.1333,38.45
"oryza","punctata",-7.7666,35.15
"oryza","punctata",-7.783,35.166
"oryza","punctata",-7.3833,35.1
"oryza","punctata",-8.6666,34.283
"oryza","punctata",-7.3833,37
"oryza","punctata",-7.333,37.1166
"oryza","punctata",-7.305,37.0933
"oryza","punctata",-5.2265,38.7931
"oryza","punctata",-7,39
"oryza","punctata",-4.1166,35.233
"oryza","punctata",-4.6666,38.9666
"oryza","punctata",-6.6666,34.5
"oryza","punctata",-2.166,35.7765
"oryza","longistaminata",-7.7026,15.642
"oryza","longistaminata",-20,23.4166
"oryza","longistaminata",-20,23.483
"oryza","longistaminata",-19.966,23.45
"oryza","longistaminata",-19.95,23.65
"oryza","longistaminata",-19.85,23.4166
"oryza","longistaminata",-19.81666,23.566
"oryza","longistaminata",-19.75,23.25
"oryza","longistaminata",-19.75,23.233
"oryza","longistaminata",-19.1833,23.266
"oryza","longistaminata",-19.1833,23.266
"oryza","longistaminata",-19.16666,23.4166
"oryza","longistaminata",-19.1166,23.98
"oryza","longistaminata",-18.83333,24.166
"oryza","longistaminata",-18.44133,23.216
"oryza","longistaminata",-18.3833,23.533
"oryza","longistaminata",-18.2688,21.769
"oryza","longistaminata",-15.85,35.75
"oryza","longistaminata",-15.8,35.166
"oryza","longistaminata",-15.3833,35.566
"oryza","longistaminata",-14.483,35.266
"oryza","longistaminata",-13.6833,34.266
"oryza","longistaminata",-10.533,33.9166
"oryza","longistaminata",-10.3333,33.666
"oryza","longistaminata",-26.1716,32.274
"oryza","longistaminata",-25.80333,32.3235
"oryza","longistaminata",-25.01833,33.785
"oryza","longistaminata",-23.8751,35.252
"oryza","longistaminata",-21.9516,35.288
"oryza","longistaminata",-18.6166,36.4
"oryza","longistaminata",-18.5853,36.439
"oryza","longistaminata",-18.36833,36.571
"oryza","longistaminata",-16.3666,35.516
"oryza","longistaminata",-15.166,35.833
"oryza","longistaminata",-14.93733,36.2083
"oryza","longistaminata",-14.9373,36.208
"oryza","longistaminata",-14.84066,32.04
"oryza","longistaminata",-14.416,35.9166
"oryza","longistaminata",-12.87033,35.418
"oryza","longistaminata",-17.7883,15.3543
"oryza","longistaminata",-17.787,15.6083
"oryza","longistaminata",-17.6541,15.3758
"oryza","longistaminata",-17.5048,15.4595
"oryza","longistaminata",-17.4715,15.533
"oryza","longistaminata",-24.8033,28.4896
"oryza","longistaminata",-24.7,28.5571
"oryza","longistaminata",-24.5075,28.725
"oryza","longistaminata",-10.7073,35.3715
"oryza","longistaminata",-8.45,31.13
"oryza","longistaminata",-7.8,36.9833
"oryza","longistaminata",-7.516,31.6583
"oryza","longistaminata",-7.0133,35.5
"oryza","longistaminata",-6.9483,39.1695
"oryza","longistaminata",-6.5855,37.1733
"oryza","longistaminata",-5.8,34.9166
"oryza","longistaminata",-5.7745,35.595
"oryza","longistaminata",-5.15,38.466
"oryza","longistaminata",-4.9833,31.2
"oryza","longistaminata",-4.883,38.283
"oryza","longistaminata",-3.833,31.833
"oryza","longistaminata",0.266,33.833
"oryza","longistaminata",0.6385,29.9578
"oryza","longistaminata",1,32.8333
"oryza","longistaminata",1.3166,32.4666
"oryza","longistaminata",1.5,32.5083
"oryza","longistaminata",1.5833,33.4333
"oryza","longistaminata",1.7,32.8333
"oryza","longistaminata",1.7166,33.616
"oryza","longistaminata",1.7166,33.616
"oryza","longistaminata",1.7238,32.7583
"oryza","longistaminata",2.1166,33.666
"oryza","longistaminata",2.7166,34.25
"oryza","longistaminata",2.7333,33.4833
"oryza","longistaminata",3.3833,31.9833
"oryza","longistaminata",-17.85,25.4
"oryza","longistaminata",-17.3333,26.4833
"oryza","longistaminata",-16.3333,22.8333
"oryza","longistaminata",-16.266,27.65
"oryza","longistaminata",-16.15,23.266
"oryza","longistaminata",-16,27.583
"oryza","longistaminata",-16,27.583
"oryza","longistaminata",-15.9833,25.8333
"oryza","longistaminata",-15.9833,25.833
"oryza","longistaminata",-15.833,27.8
"oryza","longistaminata",-15.833,27.783
"oryza","longistaminata",-15.81,27.7236
"oryza","longistaminata",-15.7666,27.9166
"oryza","longistaminata",-15.75,26.45
"oryza","longistaminata",-15.75,26.45
"oryza","longistaminata",-15.7416,26.4235
"oryza","longistaminata",-15.6666,27.416
"oryza","longistaminata",-15.6666,23.166
"oryza","longistaminata",-15.3333,26
"oryza","longistaminata",-15.266,23.13
"oryza","longistaminata",-15.25,30.25
"oryza","longistaminata",-15.166,23.1
"oryza","longistaminata",-14.4863,28.475
"oryza","longistaminata",-14.45,26.166
"oryza","longistaminata",-14.3333,31.5
"oryza","longistaminata",-13.7483,31.153
"oryza","longistaminata",-13.6666,31.783
"oryza","longistaminata",-13.6666,31.783
"oryza","longistaminata",-13.6666,31.7666
"oryza","longistaminata",-13.6666,31.7833
"oryza","longistaminata",-13.5,31.8
"oryza","longistaminata",-13.4666,31.55
"oryza","longistaminata",-13.1833,31.6
"oryza","longistaminata",-13,32.5
"oryza","longistaminata",-12.9833,31.8833
"oryza","longistaminata",-12.8091,30.1
"oryza","longistaminata",-12.7925,30.11
"oryza","longistaminata",-11.85,32.416
"oryza","longistaminata",-11.7186,29.8251
"oryza","longistaminata",-11.7166,30.3333
"oryza","longistaminata",-11.6966,30.0333
"oryza","longistaminata",-11.6833,32.5
"oryza","longistaminata",-11.583,30.25
"oryza","longistaminata",-11.416,29.5
"oryza","longistaminata",-11.35,29.55
"oryza","longistaminata",-11.35,29.55
"oryza","longistaminata",-11.35,29.55
"oryza","longistaminata",-11.166,28.8666
"oryza","longistaminata",-10.8221,29.9385
"oryza","longistaminata",-10.533,32.5
"oryza","longistaminata",-10.25,29.9
"oryza","longistaminata",-10.25,29.9
"oryza","longistaminata",-9.3833,30.1
"oryza","longistaminata",-9.3666,30.1
"oryza","longistaminata",-9.25,30.9166
"oryza","longistaminata",-9.166,31.4
"oryza","longistaminata",-8.9833,31.3741
"oryza","longistaminata",-8.9833,29.4666
"oryza","longistaminata",-8.95,31.3666
"oryza","longistaminata",-8.9166,31.75
"oryza","longistaminata",-8.83333,31.533
"oryza","longistaminata",-8.833,31.533
"oryza","longistaminata",-8.8166,31.5166
"oryza","longistaminata",-8.8,31.5
"oryza","longistaminata",-8.652,29.9683
"oryza","longistaminata",-8.4833,30.1
"oryza","longistaminata",-19.9666,23.4166
"oryza","longistaminata",-4.3098,39.511
"oryza","longistaminata",-2.3931,40.1685
"oryza","longistaminata",-0.0555,34.1748
"oryza","longistaminata",-0.0551,34.1915
"oryza","longistaminata",-4.5903,39.1641
"oryza","longistaminata",-4.5346,39.379
"oryza","longistaminata",-4.523,39.2966
"oryza","longistaminata",-4.473,39.4478
"oryza","longistaminata",-4.4705,39.4478
"oryza","longistaminata",-4.4593,39.4783
"oryza","longistaminata",-3.9303,39.75
"oryza","longistaminata",-3.8943,39.7716
"oryza","longistaminata",-3.3636,39.9331
"oryza","longistaminata",-3.3621,39.9358
"oryza","longistaminata",-3.143,40.1305
"oryza","longistaminata",-2.5216,40.3248
"oryza","longistaminata",-2.5186,40.326
"oryza","longistaminata",-2.5101,40.296
"oryza","longistaminata",-2.5073,40.3
"oryza","longistaminata",-2.5021,40.2728
"oryza","longistaminata",-2.4956,40.2583
"oryza","longistaminata",-2.49,40.2318
"oryza","longistaminata",-2.485,40.228
"oryza","longistaminata",-2.4765,40.2036
"oryza","longistaminata",-2.4576,40.1921
"oryza","longistaminata",-2.4308,40.2016
"oryza","longistaminata",-2.4086,40.1991
"oryza","longistaminata",-15.783,35.75
"oryza","longistaminata",-15.0833,35.5166
"oryza","longistaminata",-15.0666,35.283
"oryza","longistaminata",-15.05,35.2
"oryza","longistaminata",-14.86666,35.166
"oryza","longistaminata",-14.45,34.616
"oryza","longistaminata",-13.81666,34.4333
"oryza","longistaminata",-13.75,34.566
"oryza","longistaminata",-13.666,33.266
"oryza","longistaminata",-13.6,34.3
"oryza","longistaminata",-13.3666,34.25
"oryza","longistaminata",-13.21666,34.3
"oryza","longistaminata",-12.966,34.3
"oryza","longistaminata",-12.833,34.233
"oryza","longistaminata",-12.65,34.15
"oryza","longistaminata",-12.65,34.13333
"oryza","longistaminata",-12,34.05
"oryza","longistaminata",-11.65,34.233
"oryza","longistaminata",-11.6333,34.233
"oryza","longistaminata",-10.4833,34.1833
"oryza","longistaminata",-10.3166,34.166
"oryza","longistaminata",-9.9,33.9166
"oryza","longistaminata",-9.8,33.85
"oryza","longistaminata",-19.9133,34.425
"oryza","longistaminata",-19.9116,34.5616
"oryza","longistaminata",-19.8716,34.6756
"oryza","longistaminata",-19.8668,34.3701
"oryza","longistaminata",-19.8668,34.4868
"oryza","longistaminata",-19.8611,34.5791
"oryza","longistaminata",-19.6813,34.713
"oryza","longistaminata",-19.6298,34.6835
"oryza","longistaminata",-19.5591,34.6668
"oryza","longistaminata",-19.51133,34.3706
"oryza","longistaminata",-19.51116,34.3705
"oryza","longistaminata",-17.687,36.8835
"oryza","longistaminata",-17.6441,36.8458
"oryza","longistaminata",-17.5121,34.3705
"oryza","longistaminata",-17.4748,37.3083
"oryza","longistaminata",-16.522,39.3366
"oryza","longistaminata",-16.515,39.3483
"oryza","longistaminata",-16.204,39.915
"oryza","longistaminata",-15.7431,39.9133
"oryza","longistaminata",-15.63833,39.925
"oryza","longistaminata",-15.4118,40.0146
"oryza","longistaminata",-15.2383,40.09783
"oryza","longistaminata",-15.08166,39.533
"oryza","longistaminata",-15.05817,40.2146
"oryza","longistaminata",-15.003,40.5095
"oryza","longistaminata",-14.9555,40.283
"oryza","longistaminata",-14.9166,40.3921
"oryza","longistaminata",-18.135,21.6741
"oryza","longistaminata",-18.052,21.4391
"oryza","longistaminata",-18.002,16.1556
"oryza","longistaminata",-17.7875,15.3415
"oryza","longistaminata",-17.6548,15.4595
"oryza","longistaminata",-17.619,18.6095
"oryza","longistaminata",-17.472,15.5263
"oryza","longistaminata",-8.685,34.2833
"oryza","longistaminata",-8.6683,34.2933
"oryza","longistaminata",-8.45,32.45
"oryza","longistaminata",-8.166,36.6833
"oryza","longistaminata",-7.783,35.1666
"oryza","longistaminata",-7.3,35.5
"oryza","longistaminata",-7,37
"oryza","longistaminata",-6.05,39.283
"oryza","longistaminata",-5.935,35.3033
"oryza","longistaminata",-5.8833,35.233
"oryza","longistaminata",-5.3833,35.85
"oryza","longistaminata",-5.1,30.833
"oryza","longistaminata",-4.9166,29.6666
"oryza","longistaminata",-2.583,32.9333
"oryza","longistaminata",-2.55,32.55
"oryza","longistaminata",1.435,32.5333
"oryza","longistaminata",1.4683,31.54
"oryza","longistaminata",-17.51,24.8083
"oryza","longistaminata",-15.952,27.6506
"oryza","longistaminata",-15.8545,27.2396
"oryza","longistaminata",-15.7543,27.8345
"oryza","longistaminata",-15.75,27.75
"oryza","longistaminata",-15.75,27.9
"oryza","longistaminata",-15.6816,27.9243
"oryza","longistaminata",-15.616,27.6
"oryza","longistaminata",-15.416,28.166
"oryza","longistaminata",-15.3376,28.2386
"oryza","longistaminata",-15.239,23.0068
"oryza","longistaminata",-13.2216,31.9358
"oryza","longistaminata",-13.221,31.922
"oryza","longistaminata",-13.2045,31.9078
"oryza","longistaminata",-13.1966,31.9033
"oryza","longistaminata",-13.1363,31.8533
"oryza","longistaminata",-13.1336,31.84
"oryza","longistaminata",-12.55,30.283
"oryza","longistaminata",-11.2673,29.5346
"oryza","longistaminata",-11.25,29.5346
"oryza","longistaminata",-8.9066,29.455
"oryza","longistaminata",-8.7716,31.1116
"oryza","longistaminata",-19.4695,27.4618
"oryza","longistaminata",-19.4501,27.5963
"oryza","longistaminata",-18.839,26.7058
"oryza","longistaminata",-18.7501,26.9035
"oryza","longistaminata",-18.7483,26.91
"oryza","longistaminata",-18.745,26.914
"oryza","longistaminata",-18.7423,26.9188
"oryza","longistaminata",-18.6993,26.9248
"oryza","longistaminata",-18.6011,26.9751
"oryza","longistaminata",-18.357,25.5411
"oryza","longistaminata",-17.9523,29.283
"oryza","longistaminata",-17.9246,29.117
"oryza","longistaminata",-17.9245,25.8505
"oryza","longistaminata",-19.2195,28.75166
"oryza","longistaminata",-19.216,28.75
"oryza","longistaminata",-19,28.9166
"oryza","longistaminata",-18.333,29.95
"oryza","longistaminata",-18.15,30.2833
"oryza","longistaminata",-18.15,30.2833
"oryza","longistaminata",-17.9556,25.837
"oryza","longistaminata",-17.95,25.84166
"oryza","longistaminata",-17.95,25.8333
"oryza","longistaminata",-17.95,25.84014
"oryza","longistaminata",-15.75,29.3666
"secale","vavilovii",39.8107912,45.4967174
"secale","strictum",40.061007,44.816217
"secale","strictum",40.061007,44.816217
"secale","strictum",40.061007,44.816217
"secale","strictum",39.8107912,45.4967174
"secale","cereale",39.83033,45.024743
"secale","strictum",40.061007,44.816217
"secale","cereale",40.9577,44.441606
"secale","cereale",39.871814,45.360019
"secale","strictum",39.871814,45.360019
"secale","vavilovii",40.133088,44.530094
"cucurbita","argyrosperma",14.9141,-90.0981
"cucurbita","argyrosperma",14.9815,-89.5281
"cucurbita","argyrosperma",14.9792,-89.5222
"cucurbita","argyrosperma",14.2701,-89.8923
"cucurbita","argyrosperma",14.2925,-91.8176
"cucurbita","argyrosperma",14.5361,-91.6778
"cucurbita","argyrosperma",14.6755,-92.1448
"zea","mays",15.6485,-91.7708
"zea","mays",15.6485,-91.7709
"zea","mays",15.6485,-91.7709
"zea","mays",15.6665,-91.7895
"zea","mays",15.6981,-91.8128
"zea","mays",15.7071,-91.8222
"zea","mays",15.6891,-91.7848
"zea","mays",15.6575,-91.7615
"zea","mays",15.6501,-91.7666
"zea","mays",15.6666,-91.7501
"zea","mays",15.6215,-91.7428
"zea","mays",15.6395,-91.7708
"zea","mays",15.6485,-91.7708
"zea","mays",15.6485,-91.7708
"manihot","rhomboidea",15.297,-91.13
"manihot","rhomboidea",14.725,-90.3889
"manihot","rhomboidea",15.1044,-90.3148
"manihot","rhomboidea",15.4041,-91.963
"manihot","rhomboidea",15.8042,-91.7593
"manihot","rhomboidea",15.6362,-91.7871
"manihot","rhomboidea",15.4222,-91.7778
"manihot","rhomboidea",15.8314,-91.7778
"persea","americana",14.5463,-90.1019
"persea","americana",15.4545,-91.0374
"persea","americana",15.0495,-91.8456
"persea","americana",15.1171,-90.1868
"persea","americana",14.5464,-90.1019
"persea","americana",14.6775,-89.3658
"persea","americana",14.6364,-89.4352
"persea","americana",14.6364,-89.4352
"persea","americana",14.6775,-89.3658
"persea","americana",14.6139,-91.1483
"persea","americana",14.6139,-91.1483
"persea","americana",14.6139,-91.1483
"persea","americana",14.7731,-91.1683
"persea","americana",14.7911,-91.0278
"persea","americana",14.7911,-91.0278
"persea","americana",14.9506,-91.8286
"persea","americana",14.9275,-91.9156
"persea","americana",15.6958,-91.4185
"persea","americana",14.5408,-90.3241
"persea","americana",14.7611,-90.4903
"persea","americana",15.1125,-90.1587
"persea","americana",15.4051,-91.1541
"persea","americana",14.8001,-91.0001
"persea","americana",14.5495,-90.1074
"persea","americana",15.1845,-90.2054
"persea","americana",15.1845,-90.2054
"persea","americana",15.1845,-90.2054
"persea","americana",15.1845,-90.2054
"persea","americana",15.1575,-90.1401
"persea","americana",14.8015,-90.9903
"persea","americana",14.8015,-90.9903
"persea","americana",15.2745,-91.4717
"persea","americana",14.8015,-90.9903
"persea","americana",14.6047,-90.6853
"persea","americana",14.9188,-91.7522
"persea","americana",14.6556,-90.8222
"capsicum","annuum",16.7881,-90.1168
"capsicum","annuum",14.4001,-90.6833
"capsicum","annuum",14.9501,-89.2833
"capsicum","annuum",15.3667,-91.9501
"capsicum","annuum",14.7333,-92.0333
"capsicum","annuum",14.6833,-89.3501
"capsicum","annuum",15.1001,-89.3501
"capsicum","annuum",15.1001,-89.3501
"capsicum","annuum",14.2167,-90.6333
"capsicum","annuum",14.6333,-89.9833
"capsicum","annuum",14.5001,-89.8667
"capsicum","annuum",14.5001,-89.8667
"capsicum","annuum",14.3167,-89.8167
"capsicum","annuum",14.3333,-89.7001
"capsicum","annuum",14.2833,-89.8833
"capsicum","annuum",14.6333,-89.4333
"capsicum","annuum",14.6333,-89.4333
"capsicum","annuum",14.0833,-90.3667
"capsicum","annuum",16.5501,-90.4001
"capsicum","annuum",14.1833,-90.4333
"capsicum","annuum",16.6667,-89.4833
"capsicum","annuum",16.9667,-89.4833
"capsicum","annuum",15.3667,-88.9667
"capsicum","annuum",14.6001,-90.2667
"capsicum","annuum",16.4167,-90.1833
"capsicum","annuum",16.6333,-90.1333
"capsicum","annuum",16.9667,-89.8001
"capsicum","annuum",14.7001,-91.7501
"capsicum","annuum",15.3001,-90.2333
"capsicum","annuum",13.8555,-90.0934
"capsicum","annuum",16.1251,-89.4577
"capsicum","annuum",17.1621,-89.6448
"capsicum","annuum",17.1081,-91.1821
"capsicum","annuum",17.2025,-89.6168
"capsicum","annuum",17.2475,-89.6121
"capsicum","annuum",16.9725,-89.9016
"capsicum","annuum",17.4591,-90.0467
"capsicum","annuum",14.5001,-91.3833
"capsicum","annuum",14.5001,-91.3833
"capsicum","annuum",14.5501,-91.6166
"capsicum","annuum",14.5501,-91.5833
"capsicum","annuum",14.5667,-89.6833
"capsicum","annuum",14.5667,-89.6833
"capsicum","annuum",15.4051,-91.9483
"capsicum","annuum",15.0855,-90.4951
"capsicum","annuum",15.3105,-89.8829
"capsicum","annuum",15.4051,-89.6471
"capsicum","annuum",15.4051,-89.6471
"capsicum","annuum",15.4051,-89.6471
"capsicum","annuum",15.2925,-90.1167
"capsicum","annuum",15.3465,-90.8689
"capsicum","annuum",14.6935,-91.1121
"capsicum","annuum",14.4455,-91.5747
"capsicum","annuum",14.3091,-91.3689
"capsicum","annuum",14.5271,-90.1915
"capsicum","annuum",14.5811,-91.4623
"capsicum","annuum",14.2025,-90.8502
"capsicum","annuum",14.1845,-91.3036
"capsicum","annuum",14.1845,-91.3036
"capsicum","annuum",14.6035,-91.4296
"capsicum","annuum",14.6035,-91.4296
"capsicum","annuum",14.6035,-91.4296
"capsicum","annuum",14.5855,-91.4529
"capsicum","annuum",14.5405,-91.4156
"capsicum","annuum",14.5405,-91.4156
"capsicum","annuum",14.7071,-91.7335
"capsicum","annuum",16.9095,-89.8829
"capsicum","annuum",16.9141,-89.9063
"capsicum","annuum",16.9625,-89.9139
"capsicum","annuum",16.9625,-89.9139
"capsicum","annuum",16.3788,-89.9875
"capsicum","annuum",17.2305,-90.8028
